Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road,Road Width,Road Type,Amenities,Face
"House For Sale In Satungal, Kathmandu","Nearby APF Hospital, Satungal, Kathmandu",Kathmandu,26000000,11,9,3,1,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",North
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,142500000,15,10,4,0,7 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,[],South
"Land : Land For Sale In Joranku, Kathmandu","Tarkeshwor Municipality, Joranku, Kathmandu",Kathmandu,8.40E+07,8,10,3.5,0,4 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],South
"House For Sale In Gaushala, Kathmandu","Nearby, Bijay Chowk, Gaushala, Kathmandu",Kathmandu,80000000,8,10,3,0,13 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,"['Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Parking', 'Store Room']",South East
"HATTIGAUDA 4.5 FLOOR HOME : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,36500000,9,10,5,2,6 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Garden', 'Frontyard', 'Wifi', 'Water Tank', 'Solar Water', 'TV Cable']",East
"House For Sale In Bhatbhateni, Kathmandu","Bhatbhateni, Bhatbhateni, Kathmandu",Kathmandu,235000000,10,10,4,0,33 Aana,16 Feet,16 Feet,,"['Air Condition', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"Siddarthcolony Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,160000000,10,10,4,5,21 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,['Parking'],East
"Commercial House For Sale At Putalisadak : House For Sale In Putalisadak, Kathmandu","Putalisadak, Putalisadak, Kathmandu",Kathmandu,120000000,14,10,5,0,9 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,"['Drainage', 'Water Supply']",East
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,170000000,15,10,3.5,0,19 Aana,20 Feet,20 Feet,,[],East
"Land For Sale In Dhapasi, Kathmandu","Dhapasi, Kathmandu, Dhapasi, Kathmandu",Kathmandu,9.90E+07,15,10,4,0,3 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,[],East
"Dahal Niwas For Sale. : House For Sale In Gairigaun, Kathmandu","104, Panchashil Galli,, Gairigaun, Kathmandu",Kathmandu,80000000,16,10,4,2,9 Aana,8 Feet / Paved,8 Feet , Paved,"['Air Condition', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Water Tank', 'Parking', 'Intercom', 'Store Room', 'Drainage', 'Washing Machine', 'Microwave']",South East
"Swayambhu Buddhachok 4 Floors Home : House For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,41000000,17,10,3,2,8.1 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Frontyard', 'Garage', 'Wifi', 'Washing Machine', 'Water Tank', 'Drainage', 'Water Supply', 'Solar Water']",North West
"House For Sale In Newroad, Kathmandu","New Road, Newroad, Kathmandu",Kathmandu,122500000,23,10,4,0,5.6 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Electricity Backup','Internet']",North East
House for Sale,"Samakhusi,Kathmandu",Kathmandu,3.90E+07,7,12,2.5,6,3.0 Aana,15 Feet,15 Feet,Blacktopped,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank','Internet']",West
"COMMERCIAL BUILDING : House For Sale In Pepsicola, Kathmandu","Suncity, Pepsicola, Kathmandu",Kathmandu,110000000,3,13,5,12,11 Aana,23 Feet,23 Feet,,"['Drainage', 'Water Supply']",West
"Naranthan 2 Ropani Home : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,115000000,12,15,3,0,32 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,[],South
"House For Sale In Thamel, Kathmandu","Cheetrapati Chowk, Thamel, Kathmandu",Kathmandu,65000000,23,16,7,4,14 Aana,12 Feet,12 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",North
"Prachanda Chitrakar : Hostel For Rent In Ason, Kathmandu","Thahity, Ason, Kathmandu",Kathmandu,1.90E+08,23,18,7,3,2 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Drainage', 'Water Supply']",South East
"Balaju Commercial Building For Sale : House For Sale In Balaju, Kathmandu","Na, Balaju, Kathmandu",Kathmandu,145000000,35,40,5,7,21 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Garage']",South East
House at Sale at Swyambhu,"Swayambhu, Swayambhu, Kathmandu",Kathmandu,36000000,4,3,2,10,5.84 Aana,8 Feet,8 Feet,Gravelled,"['Parking', 'Internet','Wifi','Drainage']",North East
"2.5 Storey House for Sale at Samakhusi, Kathmandu","Sirjana Tole, Samakhusi, Kathmandu",Kathmandu,72500000,6,6,2.5,10,10 Aana,26 Feet,26 Feet,Blacktopped,"['Terrace','Balcony','Parking','Drainage','Internet','Garden']",South
"Fully Furnished House for Sale at Sitapaila, Kathmandu","Padma Colony- I, Sitapaila, Kathmandu",Kathmandu,30000000,3,2,2.5,5,3.5 Aana,13 feet,13 Feet,Paved,"['Electricity Backup','Terrace','Balcony','Parking','Drainage','Internet']",East
2.5 Storey Houses and 4.25 Aana Land For Sale,"Kharitar, Sitapaila, Kathmandu",Kathmandu,27000000,5,4,2.5,15,4.5 Aana,10 Feet,10 Feet,Paved,"['Garden','Terrace','Balcony','Electricity Backup','Parking','Drainage','Internet']",South East
"4.5 Storey Semi Commercial House For Sale at Basundhara, Kathmandu","Near Basandhara Police station, Basundhara, Kathmandu",Kathmandu,42500000,8,4,4.5,20,4.25 Aana,24 Feet,24 Feet ,Blacktopped,"['Garden','Terrace','Balcony','Electricity Backup','Parking','Drainage','Internet']",North East
"House for Sale at Pepsicola, Kadaghari","Near Sun city Apartment , Kadaghari, Kathmandu",Kathmandu,17500000,4,3,2.5,8,2.75 Aana,10 Feet,10 Feet,Gravelled,"['Terrace','Balcony','Electricity Backup','Parking','Drainage','Internet']",South
"3.5 Storey House For Sale at Satungal, Katmandu","Satungal, Chandragiri-10, Kathmandu",Kathmandu,23000000,6,4,3.5,10,3.5 Aana,10 Feet,10 Feet,Paved,"['Electricity Backup','Terrace','Balcony','Parking','Drainage','Internet']",North East
"3.5 Storey House For Sale at Satungal, Katmandu","Satungal, Chandragiri-11, Kathmandu",Kathmandu,29000000,8,5,3.5,12,4.0 Aana,13 Feet/ Blacktopped,13 Feet,Blacktopped,"['Electricity Backup','Terrace','Balcony','Parking','Drainage','Internet']",North East
"3 Storey House For Sale at Kalanki, Kathmandu","Near LRI School, Kalanki, Kathmandu-14",Kathmandu,45000000,6,4,3,15,3.9375 Aana,12 Feet,12 Feet,Paved,"['Electricity Backup','Terrace','Balcony','Parking','Drainage','Internet','Wifi']",North East
"2.5 Storey House For Sale at Guhyeshwari Town Planning Boudha, Kathmandu","Arena Futsal, Boudha, Kathmandu",Kathmandu,35000000,5,4,2.5,16,5.125 Aana,20 feet,20 Feet,Blacktopped,"['Wifi','Drainage','Parking','Balcony','Electricity Backup','Terrace']",West
"House For Sale at Budhanilkantha, Kathmandu","Fulbari Tole, Budhanilkantha",Kathmandu,70000000,5,6,2.5,22,7.0 Aana,14 feet,14 Feet,Blacktopped,"['Terrace','Balcony','Electricity Backup','Parking','Drainage','Internet','CCTV','Garden']",South East
"3.5 Storey House For Sale at Sankhamul, Kathmandu","Sankhamul, Kathmandu",Kathmandu,37000000,6,3,3.5,8,3.0 Aana,13 Feet/ Blacktopped,13 Feet,Blacktopped,"['Wifi','Drainage','Parking','Balcony','Electricity Backup','Terrace']",East
"House For Sale In Dhulikhel, Kavre","Dhulikhel near KU, Dhulikhel, Kavre",Kavre,15200000,11,2,3,2,2.12 Aana,10 Feet / Gravelled,10 Feet , Gravelled,"['Water Well', 'TV Cable', 'Water Supply', 'Wifi', 'Garage', 'Balcony', 'Fencing', 'Garden']",South East
"House For Sale In Panauti, Kavre","Panauti, Panauti, Kavre",Kavre,9000000,7,3,3,0,3 Aana,24 Feet,24 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
3BHK House on Sale Nayabasti,"Nayabasti,Kavrepalanchok",Kavrepalanchok,1.90E+07,5,7,3,3,3.0 Aana,8feet ,8 feet,Blacktopped,"['Drainage', 'Water Supply','Wifi','Balcony']",South East
"House And Land Sale In Kirtipur, Kathmandu : House For Sale In Machhegaun, Kirtipur","Kirtipur, Bhatkyapati, Machhegaun, Kirtipur",Kirtipur,15000000,3,2,3,0,5.5 Aana,12 Feet,12 Feet,,"['Balcony', 'Garden', 'Frontyard', 'TV Cable', 'Wifi', 'Water Supply', 'Electricity Backup', 'Internet', 'Water Tank', 'Modular Kitchen']",South West
"House For Sale In Machhegaun, Kirtipur","Machhegaun, Machhegaun, Kirtipur",Kirtipur,59000000,5,2,2,7,32 Aana,12 Feet,12 Feet,,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",East
"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,28000000,5,4,3.5,0,5.3 Aana,20 Feet,20 Feet,,[],North East
"2.5 Floored House On Sale : House For Sale In Thasikhel, Lalitpur","Thashikhel-5, Near Open University Manbhawan, Amar Colony, Thasikhel, Lalitpur",Lalitpur,46500000,6,7,2,0,4 Aana,21 Feet / Blacktopped,21 Feet , Blacktopped,"['TV Cable', 'Balcony', 'Air Condition', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Solar Water']",South East
"Badhikhel Lalitpurma 6 Roppani 8 Aana Jagga Bikrima Total Price 4 Crore : Land For Sale In Godawari, Lalitpur","Badikhel, godawari, Godawari, Lalitpur",Lalitpur,40000000,7,8,3,0,6.9 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],South
"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,15500000,8,0,3,0,3 Aana,20 Feet / Gravelled,20 Feet , Gravelled,[],North
"House For Sale In Tikathali, Lalitpur","Mahalaxmi Nagarpalika-4, Tikathali, Lalitpur",Lalitpur,14500000,5,0,3,4,3.1 Aana,10 Feet,10 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South West
"1.5 Storey : House For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,13000000,2,1,1.35,1,3.2 Aana,10 Feet / Gravelled,10 Feet , Gravelled,[],South
"1.5 Storey House : House For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,12700000,2,1,1.5,1,3.03 Aana,10 Feet / Gravelled,10 Feet , Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",North
"One And Half Storied : House For Sale In Imadol, Lalitpur","Nearby Cozy Homes, Imadol, Lalitpur",Lalitpur,12500000,2,1,1,1,3 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",East
"Apartment For Sale In Jhamsikhel, Lalitpur","jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,12500000,2,1,1,1,4 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water']",South West
"House For Sale In Tikathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,12500000,2,1,1,1,3 Aana,13 Feet,13 Feet,,[],South East
"1.5 Storied House : House For Sale In Imadol, Lalitpur","Opposite of Green hill city, Imadol, Lalitpur",Lalitpur,12500000,2,1,1.5,1,3.1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']",South
"One And Half Storied : House For Sale In Tikathali, Lalitpur","Nearby Panityanki, Tikathali, Lalitpur",Lalitpur,12500000,2,1,1.5,1,3.31 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",East
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby Pawan Pakriti School., Tikathali, Lalitpur",Lalitpur,12500000,2,1,1.5,1,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Drainage', 'Water Supply', 'Parking']",North
"Apartment For Sale : Apartment For Sale In Jhamsikhel, Lalitpur","Thadodhunga, Jhamsikhel, Lalitpur",Lalitpur,12000000,2,1,1,1,3.1 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Washing Machine', 'Wifi', 'Microwave', 'Balcony', 'Gym', 'Garden', 'TV Cable', 'Swimming Pool', 'Drainage']",East
"House For Sale In Imadol, Lalitpur","Sana Gaun, Imadol, Lalitpur",Lalitpur,12000000,2,1,1,2,3.1 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,[],South
"House For Sale In Imadol, Lalitpur","nearby Pawan prakriti school., Imadol, Lalitpur",Lalitpur,12000000,2,1,1.5,1,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",North
"Apartment For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,11900000,2,1,2,0,2.3 Aana,30 Feet,30 Feet,,"['Air Condition', 'TV Cable', 'Swimming Pool']",South
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby, Buddha party palace, Tikathali, Lalitpur",Lalitpur,11500000,2,1,1.5,1,2.3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Fencing', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",East
"1 Talle New House : House For Sale In Imadol, Lalitpur","Imadol, Lalitpur, Imadol, Lalitpur",Lalitpur,11000000,2,1,1,1,2.3 Aana,13 Feet,13 Feet,,"['Parking', 'Water Tank', 'Water Well', 'Drainage']",North East
"One And Half Storied : House For Sale In Tikathali, Lalitpur","Panityanki, Tikathali, Lalitpur",Lalitpur,11000000,2,1,1.5,1,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Fencing', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",South East
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","nearby Panityanki, Tikathali, Lalitpur",Lalitpur,11000000,2,1,1.5,2,2.3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Fencing', 'Drainage', 'Water Supply', 'Parking']",East
"1.5 Storey : House For Sale In Imadol, Lalitpur","Nearby Green hill city, Imadol, Lalitpur",Lalitpur,11000000,2,1,1.5,1,2.2 Aana,16 Feet / Gravelled,16 Feet , Gravelled,[],South
"Godawari_Badikhel Pitched Road Touching House For Sell_ 5 Anna Land : House For Sale In Godawari, Lalitpur","Badikhel (Godawari), Godawari, Lalitpur",Lalitpur,12500000,3,1,2,1,5 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Parking', 'Water Well', 'Water Tank', 'Backyard']",South
"House For Sale In Imadol, Lalitpur","Pawan Prakriti English Secondary School, Imadol, Lalitpur",Lalitpur,11000000,3,1,1,1.5,3 Aana,14 Feet / Gravelled,14 Feet , Gravelled,[],East
"Bungmati : Land For Sale In Bhaisepati, Lalitpur","Bhainsepati, Lalitpur, Bhaisepati, Lalitpur",Lalitpur,9000000,2,2,3,0,3.2 Aana,12 Feet / Gravelled,12 Feet , Gravelled,[],West
"Land On Sale At Manbhawan Lalitpur : Land For Sale In Jawalakhel, Lalitpur","Lokeshwor Tole, Jawalakhel, Lalitpur",Lalitpur,8500000,2,2,2.5,0,1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,[],South
"House For Sale In Imadol, Lalitpur","Nearby, Little Angel's College of Higher Studies, Imadol, Lalitpur",Lalitpur,15000000,3,2,2.5,0,2.2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],South East
"House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,9000000,4,2,1,1,3.2 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,"['Water Supply', 'Water Tank']",East
"House For Sale In Chakupat, Lalitpur","dathulan road house, Chakupat, Lalitpur",Lalitpur,8700000,3,2,3,0,1 Aana,1 Feet / Concrete,1 Feet , Concrete,"['Wifi', 'TV Cable', 'Store Room']",East
"House At Shankhamul For Sale : House For Sale In Patan, Lalitpur","Shankhamul, Patan, Lalitpur",Lalitpur,17600000,2,2,3,1,2.31 Aana,13 Feet,13 Feet,,"['Garage', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank']",North East
2 BHK House for Sale,"Tikathali,Lalitpur",Lalitpur,1.55E+07,2,2,1.5,8,3.0 Aana,8 Feet,8 Feet,Gravelled,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",West
"Apartment For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,12500000,2,2,1,2,2.6 Aana,24 Feet,24 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Harisiddhi, Lalitpur","Nearby, Harisiddhi Buspark Chowk, Harisiddhi, Lalitpur",Lalitpur,11500000,2,2,1,1.5,3.3 Aana,13 Feet,13 Feet,,[],East
"House For Sale In Imadol, Lalitpur","bhadrakali imadol, Imadol, Lalitpur",Lalitpur,10000000,2,2,1,1,3 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']",South
"Land For Sale In Sanepa, Lalitpur","Jhamsikhel, Sanepa, Lalitpur",Lalitpur,8000000,2,2,1.2,0,6 Aana,0 Feet,0 Feet,,[],South
"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,45000000,3,2,13,1,11 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Jacuzzi', 'Lawn', 'Garage', 'Air Condition', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance']",East
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,35000000,3,2,2,0,9 Aana,20 Feet,20 Feet,,[],West
"House For Sale At Civil Homes Phase 3 Sunakothi : House For Sale In Civil Homes, Lalitpur","Civil homes phase 3 Sunakothi, Civil Homes, Lalitpur",Lalitpur,29500000,3,2,3,1,6 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,"['Lawn', 'Backyard', 'Balcony', 'Frontyard', 'Gym', 'Garden', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Solar Water', 'Water Tank']",East
"PERFECT HOMES : House For Sale In Bhaisepati, Lalitpur","Gokul Awas, Bhaisepati, Lalitpur",Lalitpur,29000000,3,2,3,1,4.3 Aana,15 Feet,15 Feet,,"['Lawn', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",East
"House For Sale In Gwarko, Lalitpur","Gwarko Colony, Gwarko, Lalitpur",Lalitpur,21000000,3,2,2.5,1,3.01 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Parking', 'Security Staff', 'Store Room']",West
"House For Sale In Thaiba, ( Comfort Housing,) : House For Sale In Thaiba, Lalitpur","Comfort Housing, Thaiba, Lalitpur",Lalitpur,20000000,3,2,3,1,3 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']",North
"3 BHK - Fully Furnished : Apartment For Sale In Balkumari, Lalitpur","Westar Apartment, Balkumari, Lalitpur",Lalitpur,18000000,3,2,4,1,8 Aana,0 Feet,0 Feet,,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']",South
"House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,17000000,3,2,2,3,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Water Supply'],East
"Brand New Apartment For Sale At Janta Awash Bhaisepati : Flat For Sale In Bhaisepati, Lalitpur","Janta Awash Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,16500000,3,2,5,1,8 Aana,40 Feet / Blacktopped,40 Feet , Blacktopped,"['Parking', 'Air Condition', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Water Tank', 'Kids Playground', 'Internet', 'Intercom', 'Electricity Backup']",West
"Apartment For Sale In Dhobighat, Lalitpur","Bazra and Sangrila Residency, Dhobighat, Lalitpur",Lalitpur,16500000,3,2,10,0,8 Aana,20 Feet,20 Feet,,[],South
"Apartment For Sale : Apartment For Sale In Bhaisepati, Lalitpur","Janata Awas, Bhaisepati, Lalitpur",Lalitpur,13000000,3,2,4,1,2.6 Aana,28 Feet,28 Feet,,"['Garage', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply']",South
"Apartment At 4th Floor : Apartment For Sale In Bhaisepati, Lalitpur","Janata Awas, Bhaisepati, Lalitpur",Lalitpur,13000000,3,2,4,1,2.6 Aana,28 Feet,28 Feet,,"['Garage', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Modular Kitchen', 'Wifi', 'Water Supply']",South East
"House For Sale In Dhapakhel, Lalitpur","Dhapakhel Height, Dhapakhel, Lalitpur",Lalitpur,12500000,3,2,3,3,3 Aana,10 Feet,10 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",West
"Business For Sale In Satdobato, Lalitpur","Dholahiti Chowk, Satdobato, Lalitpur",Lalitpur,9000000,3,2,2,0,3.6 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,[],South West
"Luxurious Bungalow : House For Sale In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,90000000,4,2,2.5,3,20 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Store Room']",South East
